ahsap_dograma,aidat,alarm,ankastre_mutfak,arka_cephe,asansor,avrasya_tuneli_ne_yakin,bahceli,balkon,banyo_sayisi,barbeku,beyaz_esyali,bina_yasi,bogaz_koprulerine_yakin,brut_m2,bulundugu_kat,cadde_uzerinde,caddeye_yakin,cam_mozaik_kaplama,camasir_odasi,celik_kapi,deniz_ulasimina_yakin,denize_sifir,denize_yakin,depozito,dusakabin,duvar_kagidi,e_5_e_yakin,ebeveyn_banyolu,esya_durumu,fitness,giyinme_odasi,gomme_dolap,goruntulu_diafon,guvenlik,hali_kaplama,havaalanina_yakin,hazir_mutfak,hidrofor,hilton_banyo,il,isi_yalitim,isicam,jakuzi,jenerator,kablo_tv_uydu,kapali_balkon,kapici,kartonpiyer,kat_sayisi,kira_getirisi,klima,krediye_uygunluk,kullanim_durumu,laminant_mutfak,manzara,manzara_bogaz,manzara_deniz,manzara_doga,manzara_gol,manzara_sehir,marley,marmaraya_yakin,merkezde,mermer_zemin,metrobuse_yakin,metroya_yakin,minibus_dolmusa_yakin,mobilyali,mutfak_dogalgazi,net_m2,oda_sayisi,on_cephe,otobana_yakin,otopark_acik,otopark_kapali,oyun_parki,panel_kapi,panjur,parke,parke_laminant,parke_lamine,pvc_dograma,salon_sayisi,saten_alci,saten_boya,sauna,seramik_zemin,siding,site_icerisinde,somine,son_guncelleme_tarihi,spot_isik,su_deposu,takas,tapu_durumu,tem_e_yakin,tenis_kortu,teras,toplu_ulasima_yakin,tramvaya_yakin,vestiyer,yangin_merdiveni,yapinin_durumu,yerden_isitma,yuzme_havuzu,kuzey_cephe,guney_cephe,dogu_cephe,bati_cephe,fiyat
0,119.0,0,0,0,0,0,0,1,1,0,0,12,0,110,1,0,0,0,0,1,0,0,0,5542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,0,0,0,0,0,0,1,3,3608.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,2,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,132,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,369000
0,119.0,0,0,0,0,0,0,0,1,0,0,0,0,115,2,0,0,0,0,0,0,0,0,5542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0,0,5,3608.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,173,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,300000
0,50.0,0,0,0,0,0,0,0,4,0,0,10,0,310,4,0,0,0,0,0,0,0,0,5542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,5,2500.0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,300,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,126,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,465000
0,90.0,0,0,0,1,0,0,0,1,0,0,40,0,120,4,1,0,0,0,0,0,0,0,5542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66,0,0,0,0,0,0,1,0,6,3608.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,110,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,121,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1,210000
0,119.0,0,0,0,0,0,0,0,1,0,0,15,0,120,2,0,0,0,0,0,0,0,0,5542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,0,0,0,0,0,0,0,0,5,3608.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,92,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,760000
0,30.0,0,0,0,0,0,0,1,1,0,0,13,0,110,3,0,1,0,0,1,0,0,0,5542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,76,0,1,0,0,1,0,0,1,4,1000.0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,100,2,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0,0,27,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,275000
0,200.0,0,0,0,0,0,0,1,2,0,1,10,0,150,6,0,0,0,0,1,0,0,0,5542.0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,80,0,1,0,0,1,1,0,0,10,1800.0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,80,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,620000
0,119.0,0,0,0,0,0,0,0,1,0,0,23,0,75,2,0,0,0,0,0,0,0,0,5542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,4,3608.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,150,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,295000
0,520.0,0,0,0,0,0,0,0,1,0,0,45,0,135,4,0,0,0,0,0,0,0,0,5542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,4,3608.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,125,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,450000
0,119.0,0,0,0,0,0,0,0,1,0,0,11,0,95,2,0,0,0,0,0,0,0,0,5542.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,56,0,0,0,0,0,0,0,0,5,3608.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,47,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,367000
