,Unnamed: 0,ahsap_dograma,aidat,alarm,ankastre_mutfak,arka_cephe,asansor,avrasya_tuneli_ne_yakin,bahceli,balkon,banyo_sayisi,barbeku,beyaz_esyali,bina_yasi,bogaz_koprulerine_yakin,brut_m2,bulundugu_kat,cadde_uzerinde,caddeye_yakin,cam_mozaik_kaplama,camasir_odasi,celik_kapi,deniz_ulasimina_yakin,denize_sifir,denize_yakin,depozito,dusakabin,duvar_kagidi,e_5_e_yakin,ebeveyn_banyolu,esya_durumu,fitness,giyinme_odasi,gomme_dolap,goruntulu_diafon,guvenlik,hali_kaplama,havaalanina_yakin,hazir_mutfak,hidrofor,hilton_banyo,il,ilce,isi_yalitim,isicam,isinma_tipi,jakuzi,jenerator,kablo_tv_uydu,kapali_balkon,kapici,kartonpiyer,kat_sayisi,kira_getirisi,klima,krediye_uygunluk,kullanim_durumu,laminant_mutfak,mahalle,manzara,manzara_bogaz,manzara_deniz,manzara_doga,manzara_gol,manzara_sehir,marley,marmaraya_yakin,merkezde,mermer_zemin,metrobuse_yakin,metroya_yakin,minibus_dolmusa_yakin,mobilyali,mutfak_dogalgazi,net_m2,oda_sayisi,on_cephe,otobana_yakin,otopark_acik,otopark_kapali,oyun_parki,panel_kapi,panjur,parke,parke_laminant,parke_lamine,pvc_dograma,salon_sayisi,saten_alci,saten_boya,sauna,seramik_zemin,siding,site_icerisinde,somine,son_guncelleme_tarihi,spot_isik,su_deposu,takas,tapu_durumu,tem_e_yakin,tenis_kortu,teras,toplu_ulasima_yakin,tramvaya_yakin,vestiyer,yakit_tipi,yangin_merdiveni,yapi_tipi,yapinin_durumu,yerden_isitma,yuzme_havuzu,kuzey_cephe,guney_cephe,dogu_cephe,bati_cephe,fiyat
33291,33291,0,119,0,0,0,1,0,0,1,2,0,0,0,0,130,3,0,0,0,0,1,0,0,0,5542,1,0,0,1,False,0,0,0,1,0,0,0,0,0,0,77,nilufer,0,0,kombi,0,0,0,0,0,0,4,3608,0,1,0,0,akcalar,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,110,3,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,15,0,0,1,1,0,0,0,0,0,0,dogalgaz,0,betonarme,1,1,1,0,0,0,0,385000
33292,33292,0,50,0,0,0,1,0,1,1,1,0,0,14,0,125,2,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,0,0,0,0,1,0,1,79,cankaya,0,0,kombi,0,0,1,0,0,1,7,1300,0,1,0,0,akpinar,1,0,0,1,0,1,0,0,1,1,0,0,1,0,0,120,3,1,1,1,0,0,0,0,0,1,0,1,1,1,1,0,1,0,0,0,11,0,0,0,1,0,0,0,1,0,0,dogalgaz,0,betonarme,0,0,0,1,0,1,0,410000
33293,33293,0,119,0,0,0,1,0,1,0,2,0,0,0,0,50,21,0,0,0,1,1,0,0,0,5542,0,1,0,1,False,0,1,1,1,1,0,0,0,1,1,79,cankaya,1,1,merkezi,0,1,0,1,1,1,32,8500,0,1,0,0,sogutozu,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,4,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,12,0,1,0,1,0,0,0,1,0,1,dogalgaz,1,betonarme,1,0,0,1,1,0,1,2750000
33294,33294,0,250,0,1,0,1,0,0,1,3,0,0,4,0,0,11,0,0,0,0,1,0,0,0,5542,1,0,0,1,False,0,0,1,1,0,0,0,0,0,1,80,kadikoy,1,1,kombi,0,1,1,0,0,1,11,3608,0,1,0,0,suadiye,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,155,3,1,0,1,1,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,22,0,0,0,1,0,0,1,1,0,0,dogalgaz,0,betonarme,0,0,0,0,1,0,0,2995000
33295,33295,0,119,0,1,0,0,1,0,0,1,0,0,31,0,85,0,1,1,0,0,1,1,0,1,5542,1,0,1,0,False,0,0,0,1,0,0,0,0,1,1,80,kadikoy,0,1,kombi,0,0,1,0,1,0,3,3608,0,1,1,0,feneryolu,0,0,0,1,0,1,0,1,0,0,1,1,1,0,1,70,2,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,0,0,0,0,7,1,1,0,1,0,0,0,1,0,1,dogalgaz,0,betonarme,0,0,0,0,1,0,0,795000
33296,33296,1,150,1,1,0,1,0,1,1,2,0,0,1,0,160,4,1,0,0,0,1,0,0,0,5542,1,1,0,1,False,0,0,1,1,1,0,0,0,1,0,69,kayapinar,1,0,merkezi,0,1,1,0,1,1,11,1500,0,1,2,0,firat,0,0,0,0,0,1,0,0,1,1,0,0,1,1,1,150,3,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,1,0,1,0,10,1,1,0,1,0,0,0,1,0,1,dogalgaz,1,betonarme,0,1,0,0,0,0,0,410000
33297,33297,0,40,0,0,1,1,0,0,1,1,0,0,1,0,155,6,0,0,0,0,1,0,0,0,5542,0,0,0,0,False,0,0,0,1,0,0,0,0,0,0,66,kocasinan,1,0,kombi,0,0,1,0,0,1,6,1100,0,1,0,0,fevzi cakmak,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,135,3,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,5,0,0,1,1,0,0,0,1,0,0,dogalgaz,0,betonarme,1,0,0,1,1,1,1,445000
33298,33298,0,119,0,1,0,1,0,1,1,2,0,0,10,0,0,4,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,1,1,0,0,0,0,1,0,1,14,merkez,1,1,kombi,0,0,1,0,0,1,4,1500,0,1,0,0,alacasuluk,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,5,1,0,0,1,0,1,0,1,0,0,1,1,1,1,0,0,0,0,0,16,0,0,0,1,0,0,1,1,0,1,dogalgaz,0,betonarme,0,0,0,0,1,1,1,625000
33299,33299,0,119,0,0,0,0,0,1,1,2,0,0,1,0,160,2,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,0,0,0,0,0,0,0,61,didim,1,1,klima,0,0,0,0,0,1,3,1500,0,1,0,0,hisar,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,130,3,0,0,1,0,0,0,0,0,0,0,1,1,1,1,0,1,0,0,0,14,1,0,0,1,0,0,0,1,0,0,elektrik,0,betonarme,1,0,0,1,0,0,1,470000
33300,33300,0,150,0,1,0,1,0,1,1,1,0,0,2,0,90,0,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,0,1,0,0,0,1,1,61,kusadasi,1,1,klima,0,0,1,0,0,1,4,1200,0,1,0,0,davutlar,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,80,2,1,0,1,0,0,1,0,1,1,0,1,1,1,1,0,0,0,1,0,11,1,0,0,1,0,0,0,1,0,0,elektrik,0,betonarme,0,0,1,1,0,1,1,435000
33301,33301,0,30,0,0,0,1,0,0,1,1,0,0,32,0,90,3,0,1,0,0,1,0,0,0,5542,0,0,0,0,False,1,0,0,0,0,0,0,0,1,1,80,bahcelievler,1,1,kombi,0,0,1,0,0,1,5,3608,0,1,0,1,soganli,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,85,2,1,0,0,0,1,1,0,0,1,0,1,1,1,1,0,1,0,0,0,4,0,1,0,1,0,0,0,1,0,1,dogalgaz,0,betonarme,0,0,0,0,1,0,0,338000
33302,33302,0,150,0,0,0,0,0,0,0,2,0,0,5,0,160,3,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,75,seyhan,0,0,kombi,0,0,0,0,0,0,12,1750,0,1,1,0,gurselpasa,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,dogalgaz,0,betonarme,0,0,0,1,1,0,1,455000
33303,33303,0,119,0,0,0,0,0,0,0,1,0,0,25,0,100,2,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,64,ayvalik,0,0,soba,0,0,0,0,0,0,3,2000,0,1,0,0,150 evler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,95,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,elektrik,0,betonarme,0,0,0,0,0,0,0,500000
33304,33304,1,350,1,1,0,1,0,1,1,2,0,0,0,0,0,0,1,1,0,0,1,0,0,0,5542,1,1,1,1,False,1,1,1,1,1,0,0,0,1,1,79,etimesgut,1,1,merkezi,0,1,1,1,1,1,13,3608,0,1,0,1,goksu,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,180,4,1,1,1,1,1,0,0,0,1,0,1,1,1,0,0,1,0,1,0,9,1,1,0,1,0,0,0,1,0,1,dogalgaz,1,betonarme,1,0,1,1,1,1,0,685000
33305,33305,1,300,1,1,0,1,0,1,1,2,0,1,5,0,10,10,0,1,1,1,1,0,0,1,5542,1,0,1,1,False,1,1,1,1,1,1,0,1,1,1,70,yenisehir,1,1,merkezi,1,1,0,0,1,1,14,3500,1,1,0,1,limonluk,1,0,1,1,0,1,1,0,1,0,1,0,1,1,1,165,3,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,0,1,1,17,1,1,0,1,0,1,1,1,0,1,dogalgaz,1,betonarme,0,0,1,1,1,0,1,785000
33306,33306,1,119,1,1,0,1,0,1,1,2,0,0,0,0,190,2,1,1,0,1,1,0,0,0,5542,1,1,0,1,False,0,1,0,1,0,0,0,0,1,1,79,etimesgut,1,1,merkezi,0,1,1,0,1,1,9,3608,0,1,0,1,baglica,1,0,0,1,0,1,0,0,1,1,0,0,1,0,1,175,4,1,0,1,1,1,0,0,0,1,0,1,1,1,1,0,1,0,1,0,11,1,1,1,1,0,0,0,1,0,1,dogalgaz,1,betonarme,1,0,0,1,1,1,1,869000
33307,33307,1,119,0,0,0,0,0,0,1,1,0,0,1,0,135,4,0,0,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,1,0,0,0,0,1,0,1,67,turgutlu,1,1,belirtilmemis,0,0,1,0,0,0,4,1200,0,1,0,1,subasi,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,130,3,0,0,0,0,0,1,0,1,1,1,1,1,1,1,0,0,0,0,0,8,1,0,1,1,0,0,0,1,0,1,dogalgaz,0,betonarme,1,0,0,1,1,1,1,335000
33308,33308,0,119,0,1,0,1,1,0,0,1,0,0,2,0,110,12,1,0,0,1,1,1,0,1,5542,1,1,1,0,False,0,1,1,1,0,1,1,1,1,1,80,kadikoy,1,1,kombi,1,1,1,1,1,1,14,3608,1,1,0,1,suadiye,1,0,0,0,0,0,0,0,1,1,1,1,1,0,1,85,2,1,1,1,0,1,1,1,1,1,1,1,1,1,1,0,1,1,0,0,18,1,1,0,1,1,1,0,1,1,1,yok,1,betonarme,1,1,0,0,0,0,0,1495000
33309,33309,0,119,0,0,0,0,0,0,0,1,0,0,7,0,140,2,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,0,0,0,0,0,0,0,76,kepez,0,1,klima,0,0,0,0,0,1,4,3608,0,1,1,0,ayanoglu,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,120,3,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,23,1,0,0,1,0,0,0,1,0,1,elektrik,0,betonarme,1,0,0,1,1,1,1,330000
33310,33310,0,119,0,1,0,1,0,1,1,2,0,1,5,0,15,12,0,1,0,0,1,0,0,0,5542,1,0,0,1,False,0,1,1,1,0,0,0,0,1,1,80,kadikoy,1,1,merkezi,0,1,1,0,1,0,12,3608,1,1,1,0,feneryolu,1,0,1,1,0,1,0,1,1,0,0,0,1,0,1,170,3,1,0,1,1,0,0,1,0,0,1,1,1,1,1,0,1,0,0,0,9,1,1,0,1,0,0,1,1,0,1,dogalgaz,1,betonarme,1,0,0,0,1,0,0,3550000
33311,33311,0,119,0,0,0,0,0,1,1,1,0,0,10,0,125,1,0,1,0,0,1,0,0,0,5542,0,0,0,0,False,0,0,1,0,0,0,0,1,0,0,14,merkez,1,1,kombi,0,0,1,0,0,1,4,850,0,1,0,1,mahmudiye,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,120,2,1,0,1,1,0,1,0,0,1,0,1,1,1,0,0,0,0,0,0,10,0,0,0,1,0,0,0,1,0,1,dogalgaz,0,betonarme,0,0,0,0,0,1,1,260000
33312,33312,0,50,0,1,0,1,0,0,1,2,0,0,7,0,10,3,1,1,0,0,1,0,0,0,5542,1,1,0,0,False,0,0,1,1,0,0,0,1,0,1,79,mamak,1,1,kombi,0,0,1,1,1,1,3,1750,0,1,0,0,kartaltepe,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,190,4,1,0,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,29,1,0,0,1,0,0,1,1,0,1,dogalgaz,0,betonarme,0,0,0,0,1,1,0,515000
33313,33313,0,140,0,0,1,0,0,0,1,1,0,0,35,0,160,1,0,1,0,0,1,1,0,1,5542,0,0,0,0,False,0,0,0,0,0,0,0,1,1,0,80,besiktas,1,1,merkezi,0,0,1,0,1,0,4,3608,1,1,0,1,visnezade,1,0,0,1,0,1,0,0,1,0,0,0,0,0,1,140,3,1,0,0,0,0,1,0,1,1,0,1,1,0,1,0,1,0,0,0,12,1,1,0,1,0,0,0,1,0,1,dogalgaz,0,betonarme,0,0,0,1,1,0,0,1050000
33314,33314,0,175,1,1,0,1,0,1,1,2,0,0,1,0,196,11,1,1,0,1,1,0,0,0,5542,1,1,0,1,False,1,1,1,1,1,0,0,0,1,1,79,etimesgut,1,1,merkezi,0,1,1,0,1,1,25,2500,0,1,0,1,goksu,1,0,0,1,0,1,0,0,1,1,0,1,1,0,0,178,4,0,1,1,1,1,0,0,1,0,1,1,1,0,0,0,0,0,0,0,30,0,1,0,1,0,0,0,1,0,1,dogalgaz,1,betonarme,1,0,0,1,0,0,1,785000
33315,33315,0,350,0,0,0,1,0,0,1,1,0,0,4,0,90,21,0,0,0,0,0,0,0,0,5542,1,0,0,0,False,0,0,0,1,1,0,0,0,0,1,79,cankaya,1,1,merkezi,0,1,0,0,0,0,33,4000,0,1,0,0,konutkent,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,4,0,0,0,1,0,0,0,0,0,1,dogalgaz,1,betonarme,0,1,0,0,1,1,0,515000
33316,33316,0,119,0,0,0,0,0,1,1,1,0,0,2,0,85,2,1,1,0,0,1,0,0,1,5542,1,0,0,0,False,0,0,1,0,1,0,0,0,0,0,61,didim,0,1,klima,0,0,1,0,0,0,4,3000,1,1,0,0,altinkum,1,0,0,1,0,0,0,0,1,1,0,0,1,0,0,80,2,1,1,1,0,0,0,1,1,0,0,1,1,1,0,0,1,0,0,0,14,1,0,0,1,0,0,0,1,0,1,elektrik,0,betonarme,0,0,0,1,1,1,1,465000
33317,33317,0,119,0,0,1,0,0,0,1,1,0,0,1,1,100,2,1,1,0,0,1,1,0,0,5542,1,0,1,0,False,0,0,0,0,0,0,1,0,0,0,80,sancaktepe,1,1,kombi,0,0,0,0,0,0,4,3608,0,1,1,0,meclis,0,0,0,0,0,1,0,1,1,0,1,0,1,0,1,90,2,1,1,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0,8,0,0,1,1,1,0,0,1,0,0,dogalgaz,0,betonarme,0,0,0,0,1,0,0,325000
33318,33318,1,1100,0,1,0,1,0,1,1,2,0,1,14,0,180,2,1,0,0,0,0,0,0,0,5542,1,0,1,1,False,1,1,1,1,1,0,1,1,1,1,80,eyupsultan,1,1,kombi,0,1,0,0,0,1,4,9000,0,1,2,1,gokturk merkez,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,160,3,0,0,1,1,1,1,0,1,0,1,0,1,1,1,1,1,0,1,1,19,0,1,0,1,1,0,0,1,0,1,dogalgaz,1,betonarme,0,1,1,0,1,1,0,3000000
33319,33319,0,35,1,0,0,1,0,0,1,1,0,0,0,0,120,1,1,1,0,0,1,0,0,0,5542,1,1,1,0,False,0,0,0,0,0,0,0,0,0,1,80,beylikduzu,1,1,kombi,0,0,1,0,0,0,5,1200,0,1,0,0,kavakli,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,110,2,1,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0,0,10,1,0,1,1,1,0,0,1,0,0,dogalgaz,0,betonarme,1,1,0,0,1,0,0,315000
33320,33320,0,50,0,0,0,1,0,0,1,2,0,0,0,0,130,2,0,1,0,0,1,0,0,0,5542,1,0,0,1,False,0,0,0,1,0,0,0,0,0,0,56,tepebasi,1,1,kombi,0,0,0,0,0,0,3,3608,0,1,0,0,batikent,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,120,3,1,0,0,1,0,0,0,1,1,1,1,1,0,0,0,0,0,1,0,8,1,0,0,1,0,0,0,1,1,0,akaryakit,0,betonarme,1,0,0,1,1,0,0,400000
33321,33321,0,119,0,0,0,0,0,0,0,1,0,0,25,0,90,1,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,78,karabaglar,0,0,kombi,0,0,0,0,0,0,4,2000,0,1,0,0,bahcelievler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,dogalgaz,0,betonarme,1,0,0,0,0,0,0,498000
33322,33322,0,119,0,1,0,1,0,1,1,2,1,0,18,0,80,4,0,0,0,1,1,0,0,0,5542,1,1,0,1,False,0,1,1,1,1,0,0,0,0,1,79,kecioren,0,1,kombi,0,0,1,0,1,1,4,3608,0,1,0,1,asagi eglence,1,0,0,0,0,1,0,0,1,0,0,0,1,0,1,30,5,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,1,10,1,0,0,1,0,0,1,1,0,1,dogalgaz,0,betonarme,0,0,0,0,1,0,1,1275000
33323,33323,0,50,0,0,0,1,0,0,0,1,0,0,1,0,160,4,1,1,0,0,1,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,79,etimesgut,1,1,kombi,0,0,0,0,0,0,5,4000,0,1,0,0,baglica,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,150,6,1,0,1,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,26,0,0,1,1,0,0,0,1,0,0,dogalgaz,0,betonarme,1,0,0,0,1,1,0,565000
33324,33324,0,119,0,1,0,1,0,0,1,3,0,0,27,0,150,5,0,1,0,0,1,0,0,1,5542,1,0,0,1,False,0,0,0,0,0,0,0,0,1,1,80,kadikoy,0,1,merkezi,0,0,1,0,0,1,9,3608,0,1,0,0,goztepe,0,0,0,1,0,1,0,1,1,0,0,0,1,0,0,125,3,1,0,1,0,0,0,0,0,0,1,0,1,1,1,0,0,0,0,0,18,1,1,0,1,0,0,0,1,0,1,dogalgaz,0,betonarme,0,0,0,0,1,0,1,1765000
33325,33325,0,119,0,0,0,0,0,0,0,2,0,0,10,0,164,3,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,80,basaksehir,0,0,merkezi,0,0,0,0,0,0,14,4000,0,1,0,0,bahcesehir 2. kisim,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,dogalgaz,0,betonarme,0,0,0,0,0,0,0,1100000
33326,33326,0,119,1,1,0,1,0,1,1,2,0,1,1,0,118,3,1,1,0,0,1,0,0,0,5542,1,0,1,1,False,1,0,0,0,1,0,1,0,1,1,80,esenyurt,1,1,merkezi,0,1,1,0,0,0,39,2800,0,1,0,0,zafer,0,0,0,0,0,1,0,0,0,0,1,1,1,0,0,95,2,0,1,0,1,1,1,0,1,1,1,1,1,0,1,0,0,1,1,0,28,1,1,0,1,1,0,0,1,0,1,dogalgaz,1,betonarme,0,0,0,0,1,1,0,650000
33327,33327,1,119,0,1,0,1,0,1,1,2,0,0,4,0,125,0,0,1,0,0,1,0,0,0,5542,1,0,1,0,False,1,0,0,1,1,0,1,1,1,1,80,basaksehir,1,1,merkezi,0,1,1,0,1,1,11,3608,1,1,2,1,bahcesehir 1. kisim,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,110,2,0,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,0,1,0,20,0,1,0,1,1,0,0,1,0,1,dogalgaz,1,betonarme,0,1,1,0,1,0,1,670000
33328,33328,0,119,0,0,0,0,0,1,1,1,0,0,13,0,130,1,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,0,0,0,0,0,0,0,79,kecioren,0,0,kombi,0,0,1,1,1,1,3,3608,0,1,1,0,esertepe,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,125,3,0,0,1,0,0,1,0,0,1,0,0,1,1,1,0,1,0,0,0,23,0,0,0,1,0,0,0,1,0,0,dogalgaz,0,betonarme,0,0,0,0,0,0,0,268000
33329,33329,1,125,1,0,0,0,0,0,1,2,0,0,4,0,30,12,1,1,0,0,1,0,0,0,5542,1,0,0,1,False,0,1,0,1,1,0,0,0,1,1,79,yenimahalle,1,1,merkezi,0,1,0,1,1,1,13,3608,0,1,1,1,turgut ozal,0,0,0,1,0,1,0,0,1,0,0,1,1,0,1,180,4,1,1,1,0,1,0,0,1,1,1,1,1,1,1,0,0,0,1,0,15,0,0,0,1,0,0,0,1,0,1,dogalgaz,1,betonarme,0,0,0,0,1,1,1,820000
33330,33330,0,119,0,1,1,0,0,1,1,1,1,0,22,0,155,2,1,1,0,0,1,0,1,1,5542,1,0,0,0,False,0,0,0,0,0,0,0,1,0,1,80,silivri,1,1,kombi,0,0,1,1,0,1,4,3608,0,1,0,1,cumhuriyet,1,0,1,0,0,0,0,0,1,0,0,0,1,0,1,150,3,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,1,0,9,1,0,0,1,0,0,0,1,0,0,dogalgaz,0,betonarme,0,0,1,0,1,1,1,400000
33331,33331,0,60,0,0,1,1,0,1,1,1,0,0,10,0,145,3,1,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,0,0,0,0,1,0,0,56,odunpazari,1,0,kombi,0,0,1,1,0,0,4,800,0,1,1,1,emek,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,140,3,1,0,1,1,0,1,0,0,1,0,0,1,1,1,0,0,0,1,0,8,0,0,0,1,0,0,0,1,1,0,dogalgaz,0,betonarme,0,0,0,0,1,1,1,450000
33332,33332,0,119,0,0,1,0,0,0,1,2,0,0,0,0,165,3,1,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,1,1,0,0,0,0,0,0,31,akcakoca,1,0,kombi,0,0,0,0,0,0,3,3608,0,1,0,0,cumhuriyet,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,160,3,1,1,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,11,0,0,1,1,0,0,0,1,0,0,dogalgaz,0,betonarme,1,0,1,1,0,1,0,390000
33333,33333,0,30,0,0,0,0,0,0,1,1,0,0,30,0,135,1,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,0,0,0,1,1,1,1,78,balcova,0,0,jeotermal isitma,0,0,0,0,0,1,3,2000,0,1,0,0,onur,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,125,3,1,1,0,0,0,1,1,0,1,0,1,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,yok,0,betonarme,0,0,0,0,0,0,0,750000
33334,33334,0,119,0,0,0,0,0,0,0,2,0,0,10,0,118,2,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,57,bodrum,0,0,klima,0,0,0,0,0,0,3,3608,0,1,0,0,turgutreis,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,0,0,0,elektrik,0,betonarme,0,0,0,0,0,0,0,850000
33335,33335,0,300,0,1,1,1,0,1,1,2,0,0,45,0,160,2,1,0,0,0,1,1,0,0,5542,1,0,0,0,False,0,0,0,0,0,0,0,0,0,0,80,beyoglu,1,0,merkezi,0,0,0,0,1,0,6,9000,0,1,0,0,kilicali pasa,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,145,3,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,20,0,1,0,1,0,0,0,1,0,0,dogalgaz,0,kagir,0,0,0,0,0,0,1,2995000
33336,33336,0,50,0,0,0,1,0,0,0,1,0,0,25,0,140,5,1,1,0,0,0,0,0,0,5542,1,0,0,0,False,0,0,1,1,1,1,0,0,0,1,22,merkez,1,1,kombi,0,0,0,1,1,1,5,1000,0,1,1,0,tabaklar,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,135,3,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,1,0,0,0,28,0,0,0,1,0,0,0,0,0,1,dogalgaz,0,betonarme,0,0,0,0,0,1,1,350000
33337,33337,0,119,0,0,0,0,0,1,1,1,0,0,6,0,100,3,1,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,0,0,0,0,0,0,1,70,yenisehir,1,0,klima,0,0,1,0,0,1,3,3608,0,1,0,0,dumlupinar,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,90,2,1,0,0,0,0,1,0,1,1,1,0,1,1,1,0,1,0,0,0,15,0,0,0,1,0,0,0,1,0,1,elektrik,0,betonarme,0,0,0,0,1,1,1,269000
33338,33338,1,119,0,0,0,0,0,1,1,1,0,0,20,0,140,5,1,1,0,0,1,0,0,0,5542,0,0,1,0,False,0,0,1,1,0,0,0,0,1,0,61,efeler,0,1,kombi,0,0,1,0,0,1,5,3608,0,1,0,0,cumhuriyet,1,0,0,1,0,1,0,0,1,0,0,0,1,0,1,130,3,1,0,0,0,1,0,0,1,1,0,1,1,1,1,0,1,0,1,0,9,0,1,0,1,0,0,0,1,0,1,dogalgaz,0,betonarme,0,0,0,0,0,0,0,285000
33339,33339,0,119,0,1,0,1,0,1,1,2,0,0,16,0,60,3,1,0,0,0,0,1,0,0,5542,1,0,0,0,False,0,0,0,1,0,0,0,0,1,0,80,bakirkoy,1,1,kombi,0,0,0,0,1,1,4,3608,1,1,0,0,senlikkoy,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,40,4,1,0,0,1,0,0,1,1,0,0,1,1,0,1,0,0,0,0,0,15,1,1,0,1,0,0,0,1,0,1,dogalgaz,0,betonarme,0,0,0,0,1,0,1,3950000
33340,33340,0,40,1,0,0,0,0,1,1,1,0,0,0,0,125,1,1,1,0,0,1,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,1,0,0,79,mamak,1,0,kombi,0,0,1,0,1,1,3,1000,0,1,0,0,mutlu,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,115,3,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,22,0,0,1,1,0,0,0,1,0,0,dogalgaz,0,betonarme,0,0,0,0,1,1,0,222000
