ahsap_dograma,aidat,alarm,ankastre_mutfak,arka_cephe,asansor,avrasya_tuneli_ne_yakin,bahceli,balkon,banyo_sayisi,barbeku,beyaz_esyali,bina_yasi,bogaz_koprulerine_yakin,brut_m2,bulundugu_kat,cadde_uzerinde,caddeye_yakin,cam_mozaik_kaplama,camasir_odasi,celik_kapi,deniz_ulasimina_yakin,denize_sifir,denize_yakin,depozito,dusakabin,duvar_kagidi,e_5_e_yakin,ebeveyn_banyolu,esya_durumu,fitness,giyinme_odasi,gomme_dolap,goruntulu_diafon,guvenlik,hali_kaplama,havaalanina_yakin,hazir_mutfak,hidrofor,hilton_banyo,il,ilce,isi_yalitim,isicam,isinma_tipi,jakuzi,jenerator,kablo_tv_uydu,kapali_balkon,kapici,kartonpiyer,kat_sayisi,kira_getirisi,klima,krediye_uygunluk,kullanim_durumu,laminant_mutfak,mahalle,manzara,manzara_bogaz,manzara_deniz,manzara_doga,manzara_gol,manzara_sehir,marley,marmaraya_yakin,merkezde,mermer_zemin,metrobuse_yakin,metroya_yakin,minibus_dolmusa_yakin,mobilyali,mutfak_dogalgazi,net_m2,oda_sayisi,on_cephe,otobana_yakin,otopark_acik,otopark_kapali,oyun_parki,panel_kapi,panjur,parke,parke_laminant,parke_lamine,pvc_dograma,salon_sayisi,saten_alci,saten_boya,sauna,seramik_zemin,siding,site_icerisinde,somine,son_guncelleme_tarihi,spot_isik,su_deposu,takas,tapu_durumu,tem_e_yakin,tenis_kortu,teras,toplu_ulasima_yakin,tramvaya_yakin,vestiyer,yakit_tipi,yangin_merdiveni,yapi_tipi,yapinin_durumu,yerden_isitma,yuzme_havuzu,kuzey_cephe,guney_cephe,dogu_cephe,bati_cephe,fiyat
1,119,1,1,1,1,0,1,1,1,1,1,1,0,105,3,0,1,1,1,1,0,1,1,5542,1,1,0,1,False,1,1,1,1,1,1,1,1,1,1,65,atakum,0,1,kombi,1,0,1,1,0,1,6,1600,0,1,0,0,yenimahalle,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,85,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,16,0,0,1,1,0,0,0,0,0,0,dogalgaz,0,betonarme,1,0,0,0,1,1,1,265000
0,10,1,0,0,1,0,1,1,2,0,0,0,0,165,1,0,1,0,0,1,0,0,0,5542,1,1,0,1,False,0,0,0,1,0,0,0,0,1,1,60,merkezefendi,1,1,kombi,0,0,1,0,1,0,5,1500,0,1,0,0,yenisafak,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,150,3,0,0,0,1,1,0,0,0,0,1,0,1,1,1,0,1,0,1,0,113,1,0,0,1,0,0,1,1,0,1,dogalgaz,0,betonarme,1,1,0,0,0,0,1,490000
0,119,0,0,0,0,0,0,0,1,0,0,30,0,135,2,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,0,0,0,0,0,0,0,56,tepebasi,1,1,kombi,0,0,0,0,0,0,4,3608,0,1,0,0,cumhuriye,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,130,3,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,24,0,0,0,1,0,0,0,0,0,0,yok,0,betonarme,1,0,0,0,0,0,0,289000
0,119,0,0,0,0,0,0,1,2,0,0,14,0,135,1,1,1,0,0,1,0,0,0,5542,1,0,0,1,False,0,0,0,0,0,0,0,0,0,0,79,kecioren,1,1,kombi,0,0,0,0,0,0,3,3608,0,1,0,0,karargahtepe,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,130,3,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,99,0,0,0,1,0,0,0,1,0,0,dogalgaz,0,betonarme,1,0,0,0,0,0,0,410000
0,119,0,0,0,0,0,0,1,1,0,0,0,0,40,5,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,0,0,0,0,0,0,0,80,beylikduzu,1,1,kombi,0,0,1,0,0,0,5,3608,0,1,0,0,yakuplu,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,30,4,0,0,0,0,0,0,0,1,0,0,1,2,0,1,0,0,0,0,0,50,1,0,1,1,0,0,0,1,0,0,dogalgaz,0,betonarme,1,0,0,0,1,0,0,489000
0,119,0,0,0,0,0,1,1,1,0,0,0,0,85,1,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,1,0,0,0,0,0,0,61,didim,1,1,klima,0,0,1,0,0,0,3,3608,0,1,0,0,efeler,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,75,2,0,0,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,29,1,1,1,1,0,0,0,1,0,0,elektrik,0,betonarme,1,0,0,0,1,0,1,350000
0,119,1,0,0,0,0,0,1,1,0,0,13,0,0,2,1,0,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,1,0,0,0,0,1,0,68,iskenderun,0,1,klima,0,0,1,0,0,0,5,1500,0,1,0,0,hurriyet,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,36,0,1,0,1,0,0,0,0,0,0,elektrik,0,betonarme,0,0,0,1,1,0,0,370000
0,119,0,0,0,1,0,0,1,1,0,0,20,0,140,2,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,1,0,0,0,0,0,0,79,yenimahalle,1,0,kombi,0,0,0,0,0,0,6,1200,0,1,1,0,demetevler,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,130,3,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,129,0,0,0,1,0,0,0,1,0,0,dogalgaz,0,betonarme,1,0,0,0,1,0,0,285000
0,20,0,0,0,0,0,0,1,2,0,0,8,0,150,0,0,1,0,0,1,0,0,0,5542,0,0,0,1,False,0,0,0,0,0,0,0,0,0,0,79,altindag,0,0,kombi,0,0,0,0,0,0,3,3608,0,1,0,0,karapurcek,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,135,4,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,10,0,1,1,1,0,0,0,1,0,0,dogalgaz,0,betonarme,0,0,0,1,1,1,1,135000
0,119,0,0,0,0,0,0,1,2,0,0,0,0,145,2,0,0,0,0,1,0,0,0,5542,1,0,0,1,False,0,0,0,0,0,0,0,0,1,1,64,ayvalik,0,1,merkezi,0,0,0,0,0,1,4,1800,0,1,0,0,150 evler,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,135,3,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,1,0,0,0,140,1,1,0,1,0,0,0,1,0,0,komur-odun,0,betonarme,1,0,0,0,0,0,0,650000
0,119,0,0,0,0,0,0,0,1,0,0,20,0,130,2,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,79,kecioren,0,0,kombi,0,0,0,0,0,0,3,3608,0,1,0,0,caldiran,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,0,0,0,1,0,0,0,0,0,0,dogalgaz,0,betonarme,0,0,0,0,0,0,0,315000
0,119,0,0,0,1,0,0,1,2,0,0,0,0,160,4,0,1,0,0,1,0,0,0,5542,1,1,0,1,False,0,1,0,1,0,0,0,1,1,1,70,mezitli,1,1,merkezi,0,1,0,0,1,1,14,3608,0,1,0,0,ataturk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,150,2,0,0,1,0,1,1,0,1,0,0,1,1,1,1,0,1,0,1,0,165,0,1,0,1,0,0,0,1,0,1,dogalgaz,1,betonarme,1,0,1,1,1,1,0,375000
0,500,0,0,0,1,0,0,1,1,0,0,10,0,110,1,1,1,0,1,1,0,0,0,5542,1,0,0,0,False,0,0,1,1,1,0,0,0,1,1,80,basaksehir,1,1,kombi,1,1,0,1,0,1,4,3500,0,1,0,0,bahcesehir 1. kisim,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,95,2,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,83,0,1,0,1,1,0,0,0,0,1,dogalgaz,1,betonarme,0,0,1,0,1,0,0,1170000
0,175,0,1,1,1,0,1,1,1,1,0,20,0,160,3,1,1,0,1,1,0,0,0,5542,1,0,0,0,True,0,1,0,1,0,0,0,0,0,1,79,cankaya,1,1,kombi,1,1,1,1,1,1,13,3000,0,1,2,1,emek,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,150,4,1,0,1,1,0,1,0,1,1,0,1,1,0,1,0,0,0,1,0,65,1,1,0,1,0,0,0,1,0,1,dogalgaz,1,betonarme,0,0,0,0,0,1,1,1100000
0,119,0,1,0,1,0,0,1,1,0,0,0,0,110,2,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,1,0,0,0,1,0,1,76,muratpasa,0,1,belirtilmemis,0,0,1,0,0,1,3,1500,0,1,0,0,konuksever,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,100,2,1,0,1,0,0,1,1,0,1,0,1,1,1,0,0,1,0,1,0,130,1,0,1,1,0,0,0,1,0,1,dogalgaz,0,betonarme,1,0,0,1,1,1,0,430000
0,100,1,1,0,1,0,1,1,2,0,0,0,0,100,0,1,1,0,0,1,1,0,1,5542,1,1,1,1,False,0,0,0,1,1,0,1,0,1,1,80,beylikduzu,1,1,kombi,0,1,0,0,1,0,9,3500,0,1,0,0,adnan kahveci,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,90,2,1,1,0,1,1,0,0,1,0,1,0,1,1,1,0,1,1,1,0,28,1,1,1,1,1,0,0,1,0,1,dogalgaz,1,betonarme,1,0,1,0,1,1,0,674000
0,119,0,1,0,1,0,0,1,1,0,0,4,0,87,3,0,1,0,0,1,0,0,1,5542,1,0,0,0,False,0,0,0,1,0,0,0,0,0,1,78,bayrakli,0,0,klima,0,0,0,0,0,1,5,3608,1,1,2,1,gumuspala,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,85,2,1,1,0,1,0,1,0,1,0,0,1,1,1,1,0,1,0,0,0,8,0,0,0,1,0,0,0,1,0,0,yok,0,betonarme,1,0,0,0,0,0,0,320000
0,50,0,1,0,0,0,1,1,3,1,0,9,0,40,2,0,1,0,1,1,1,0,1,5542,1,0,0,1,True,0,1,1,1,0,0,1,1,0,1,61,didim,1,1,klima,0,0,1,1,0,1,3,2500,1,1,2,1,yeni,1,0,0,1,0,1,0,0,1,1,0,1,0,1,0,0,3,1,1,1,0,0,1,0,0,0,0,1,1,1,1,0,1,0,0,0,121,1,1,1,1,0,0,1,1,0,1,elektrik,0,betonarme,0,0,1,0,1,1,1,650000
1,119,0,0,0,1,0,0,1,2,0,0,1,0,160,3,0,1,0,0,1,0,0,0,5542,1,0,1,0,False,0,0,0,1,0,0,0,1,0,0,80,cekmekoy,1,1,kombi,0,0,1,0,0,0,3,3608,0,1,0,0,merkez,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,140,4,1,0,0,0,0,1,0,1,0,1,0,1,1,1,0,0,0,0,0,144,0,0,1,1,0,0,1,1,0,0,dogalgaz,0,betonarme,1,0,0,0,1,0,0,500000
0,119,0,1,1,0,0,1,1,3,0,0,9,0,600,3,1,1,0,0,1,0,0,0,5542,1,0,1,0,False,0,0,0,0,0,0,0,1,0,0,58,arifiye,1,0,kombi,0,0,1,0,0,1,3,3608,0,1,1,1,neviye,0,0,0,1,0,1,0,0,1,0,0,0,1,0,1,568,9,1,1,1,0,1,0,0,0,0,0,1,3,1,1,0,0,0,0,0,120,0,0,0,1,0,0,1,1,0,0,dogalgaz,0,betonarme,0,0,0,1,1,1,1,1050000
0,119,0,0,0,0,0,1,1,1,1,1,30,0,180,0,1,1,0,0,0,1,1,1,5542,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,80,adalar,0,0,belirtilmemis,0,0,1,0,0,0,3,3608,0,1,0,0,kinaliada,1,0,1,1,0,1,0,0,1,0,0,0,0,1,0,130,3,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,17,0,0,0,1,0,0,1,1,0,0,elektrik,0,betonarme,0,0,0,0,0,0,0,1950000
1,119,1,1,0,0,0,1,1,1,1,1,7,0,100,0,0,1,0,1,1,1,0,0,12000,1,0,0,1,True,0,1,1,1,0,0,0,1,1,1,80,besiktas,1,1,kombi,0,0,1,0,1,1,2,8000,1,1,0,0,ortakoy,0,1,0,1,0,1,0,0,1,0,0,0,1,1,1,90,2,0,0,1,0,0,0,1,1,0,1,1,1,1,1,0,1,1,0,0,144,1,1,0,1,0,0,1,0,0,1,dogalgaz,0,betonarme,1,0,0,0,1,0,0,2000000
0,119,0,0,0,1,0,0,1,2,0,0,3,0,150,2,0,1,0,0,1,0,0,0,5542,0,1,0,1,False,0,0,0,0,0,0,0,0,0,1,79,mamak,1,1,kombi,0,0,1,0,0,1,8,3608,0,1,1,1,huseyingazi,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,140,4,0,0,1,0,0,1,0,1,0,0,1,1,0,0,0,1,0,0,0,144,0,0,1,1,0,0,0,1,0,0,dogalgaz,0,betonarme,0,0,0,0,1,0,1,420000
0,614,0,1,0,1,0,1,1,2,0,0,4,0,175,0,0,0,0,1,1,1,0,0,5542,1,1,0,0,False,1,0,0,1,1,0,0,1,1,0,80,avcilar,1,1,kombi,0,1,1,0,1,0,3,5000,1,1,0,0,cihangir,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,150,4,0,0,1,1,1,1,0,0,0,0,1,1,0,1,0,0,0,1,0,175,0,1,1,1,0,1,0,0,0,0,dogalgaz,0,betonarme,0,0,1,0,1,0,0,1930000
0,50,0,0,0,1,0,0,1,1,0,0,17,0,150,4,0,1,0,0,1,0,0,0,5542,1,1,0,0,False,0,0,0,1,0,0,0,0,1,1,79,cankaya,1,0,kombi,0,0,0,1,0,0,4,1800,0,1,1,0,asagi ovecler,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,140,3,1,1,1,1,0,1,0,0,1,0,1,1,1,1,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0,1,yok,0,betonarme,1,0,0,0,0,0,0,560000
0,50,0,0,0,0,0,0,0,2,0,0,0,0,165,1,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,68,dortyol,0,0,kombi,0,0,0,0,0,0,5,3608,0,1,0,0,kislalar,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,147,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,22,0,0,0,1,0,0,0,0,0,0,dogalgaz,0,betonarme,1,0,0,0,0,0,0,330000
0,70,0,1,0,1,0,1,1,3,0,0,12,0,80,3,0,1,1,0,1,0,0,0,5542,1,0,0,1,False,0,1,0,1,0,0,0,1,1,0,64,bandirma,1,1,kombi,0,0,0,1,1,1,3,3608,0,1,1,0,pasakonak,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,65,6,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,53,0,1,0,1,0,0,1,0,0,1,dogalgaz,0,betonarme,0,0,0,1,0,0,1,850000
0,50,0,1,0,1,0,0,1,1,0,0,15,0,100,1,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,1,0,0,0,0,0,0,79,cankaya,0,0,kombi,0,0,1,1,1,0,5,1300,0,1,0,0,huzur,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,90,3,0,0,1,0,0,0,0,1,1,1,0,1,0,0,0,0,0,0,0,55,0,0,1,1,0,0,0,1,0,1,dogalgaz,0,betonarme,0,0,0,1,0,1,1,250000
0,119,0,0,0,0,0,0,0,1,0,0,3,0,125,4,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,76,kepez,0,0,klima,0,0,0,0,0,0,6,3608,0,1,0,0,habibler,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,120,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,8,0,0,0,1,0,0,0,0,0,0,yok,0,betonarme,1,0,0,0,0,0,0,289000
0,119,0,0,0,0,0,0,0,1,0,0,4,0,60,2,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,59,suleymanpasa,0,0,kombi,0,0,0,0,0,0,5,3608,0,1,0,0,hurriyet,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,55,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,yok,0,betonarme,1,0,0,0,0,0,0,199000
0,119,0,0,0,0,0,0,0,2,0,0,1,0,175,2,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,75,seyhan,0,0,kombi,0,0,0,0,0,0,14,3608,0,1,0,0,tellidere,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,0,0,0,0,0,0,yok,0,betonarme,1,0,0,1,1,0,1,459000
0,119,0,0,0,1,0,0,1,2,0,0,1,0,115,1,1,1,0,0,0,0,0,0,5542,1,0,0,1,False,0,0,0,1,0,0,1,0,0,0,80,arnavutkoy,1,1,kombi,0,0,1,0,0,1,4,1500,0,1,0,0,anadolu,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,100,3,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,1,0,0,0,11,1,0,0,1,0,0,0,1,0,0,dogalgaz,0,betonarme,1,0,0,0,1,0,0,395000
0,100,0,0,0,0,0,0,0,2,0,0,15,0,130,2,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,57,marmaris,0,0,klima,0,0,0,0,0,0,3,3000,0,1,1,0,kemeralti,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,125,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,25,0,0,0,1,0,0,0,0,0,0,elektrik,0,betonarme,0,0,0,0,1,1,1,850000
0,150,0,0,0,1,0,0,0,1,0,0,0,0,90,2,0,1,0,0,1,0,0,0,5542,0,0,0,0,True,0,0,0,0,0,0,0,0,0,0,61,kusadasi,0,0,klima,0,0,0,0,0,0,4,1500,0,1,0,0,ikicesmelik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17,0,0,0,1,0,0,0,0,0,0,elektrik,0,betonarme,1,0,0,0,1,0,1,510000
0,50,0,0,0,0,0,0,1,1,0,0,30,0,130,1,0,1,0,0,1,1,0,1,5542,1,0,0,0,False,0,0,0,0,0,0,0,1,0,1,80,maltepe,0,1,kombi,0,0,1,0,1,1,4,2700,0,1,0,1,kucukyali,1,0,0,1,0,1,0,1,1,1,0,0,1,0,1,115,3,1,0,0,0,0,1,0,1,1,0,1,1,1,1,0,1,0,0,0,15,1,1,1,1,0,0,0,1,0,1,dogalgaz,0,betonarme,0,0,0,0,1,1,0,700000
0,100,0,0,0,0,0,0,0,4,0,0,2,0,50,3,0,0,0,0,0,0,0,0,5542,0,0,0,0,False,0,0,0,0,0,0,0,0,0,0,80,kadikoy,0,0,kombi,0,0,0,0,0,0,3,7600,0,1,2,0,erenkoy,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,5,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,9,0,0,0,1,0,0,0,0,0,0,dogalgaz,0,betonarme,0,0,0,0,1,0,0,2300000
1,350,0,1,0,1,0,0,1,1,0,0,110,0,78,2,0,1,0,0,1,0,0,0,5542,1,0,0,0,False,0,0,0,1,0,0,0,0,0,0,80,beyoglu,0,0,merkezi,0,0,1,0,1,0,5,2750,0,1,0,0,asmali mescit,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,74,2,1,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,0,0,126,0,0,0,1,0,0,0,1,1,0,dogalgaz,0,betonarme,0,0,0,1,1,0,0,885000
0,200,0,1,0,1,0,0,1,2,0,0,7,0,185,3,1,1,0,0,1,0,0,0,5542,0,0,0,1,False,1,1,1,1,1,0,0,1,1,1,53,ortahisar,1,0,kombi,0,1,1,0,1,1,10,2500,0,1,0,0,1 nolu besirli,1,0,1,0,0,1,0,0,1,0,0,0,1,0,1,16,3,1,0,1,1,1,1,0,0,1,0,1,1,0,1,0,1,0,1,0,129,1,1,0,1,0,1,0,1,0,1,dogalgaz,1,betonarme,0,0,1,1,1,1,0,745000
